,synid,class_name
7706,n03539754,horsewhip
7707,n03540090,hose
7708,n03540267,hosiery
7709,n03540476,hospice
7710,n03540595,hospital
7711,n03540914,hospital bed
7712,n03541091,hospital room
7713,n03541269,hospital ship
7714,n03541393,hospital train
7715,n03541537,hostel
7716,n03541696,hostel
7717,n03541923,hot-air balloon
7718,n03542333,hotel
7719,n03542605,hotel-casino
7720,n03542727,hotel-casino
7721,n03542860,hotel room
7722,n03543012,hot line
7723,n03543112,hot pants
7724,n03543254,hot plate
7725,n03543394,hot rod
7726,n03543511,hot spot
7727,n03543603,hot tub
7728,n03543735,hot-water bottle
7729,n03543945,houndstooth check
7730,n03544143,hourglass
7731,n03544238,hour hand
7732,n03544360,house
7733,n03545150,house
7734,n03545470,houseboat
7735,n03545585,houselights
7736,n03545756,house of cards
7737,n03545961,house of correction
7738,n03546112,house paint
7739,n03546235,housetop
7740,n03546340,housing
7741,n03547054,hovel
7742,n03547229,hovercraft
7743,n03547397,howdah
7744,n03547530,huarache
7745,n03547861,hub-and-spoke
7746,n03548086,hubcap
7747,n03548195,huck
7748,n03548320,hug-me-tight
7749,n03548402,hula-hoop
7750,n03548533,hulk
7751,n03548626,hull
7752,n03548930,humeral veil
7753,n03549199,Humvee
7754,n03549350,hunter
7755,n03549473,hunting knife
7756,n03549589,hurdle
7757,n03549732,hurricane deck
7758,n03549897,hurricane lamp
7759,n03550153,hut
7760,n03550289,hutch
7761,n03550420,hutment
7762,n03551084,hydraulic brake
7763,n03551395,hydraulic press
7764,n03551582,hydraulic pump
7765,n03551790,hydraulic system
7766,n03552001,hydraulic transmission
7767,n03552449,hydroelectric turbine
7768,n03552749,hydrofoil
7769,n03553019,hydrofoil
7770,n03553248,hydrogen bomb
7771,n03553486,hydrometer
7772,n03554375,hygrodeik
7773,n03554460,hygrometer
7774,n03554645,hygroscope
7775,n03555006,hyperbaric chamber
7776,n03555217,hypercoaster
7777,n03555426,hypermarket
7778,n03555564,hypodermic needle
7779,n03555662,hypodermic syringe
7780,n03555862,hypsometer
7781,n03555996,hysterosalpingogram
7782,n03556173,I-beam
7783,n03556679,ice ax
7784,n03556811,iceboat
7785,n03556992,icebreaker
7786,n03557270,iced-tea spoon
7787,n03557360,ice hockey rink
7788,n03557590,ice machine
7789,n03557692,ice maker
7790,n03557840,ice pack
7791,n03558007,icepick
7792,n03558176,ice rink
7793,n03558404,ice skate
7794,n03558633,ice tongs
7795,n03558739,icetray
7796,n03559373,iconoscope
7797,n03559531,Identikit
7798,n03559999,idle pulley
7799,n03560430,igloo
7800,n03560860,ignition coil
7801,n03561047,ignition key
7802,n03561169,ignition switch
7803,n03561573,imaret
7804,n03562565,immovable bandage
7805,n03563200,impact printer
7806,n03563460,impeller
7807,n03563710,implant
7808,n03563967,implement
7809,n03564849,impression
7810,n03565288,imprint
7811,n03565565,improvised explosive device
7812,n03565710,impulse turbine
7813,n03565830,in-basket
7814,n03565991,incendiary bomb
7815,n03566193,incinerator
7816,n03566329,inclined plane
7817,n03566555,inclinometer
7818,n03566730,inclinometer
7819,n03566860,incrustation
7820,n03567066,incubator
7821,n03567635,index register
7822,n03567788,Indiaman
7823,n03567912,Indian club
7824,n03568117,indicator
7825,n03568818,induction coil
7826,n03569014,inductor
7827,n03569174,industrial watercourse
7828,n03569293,inertial guidance system
7829,n03569494,inflater
7830,n03571280,inhaler
7831,n03571439,injector
7832,n03571625,ink bottle
7833,n03571853,ink eraser
7834,n03571942,ink-jet printer
7835,n03572107,inkle
7836,n03572205,inkstand
7837,n03572321,inkwell
7838,n03572631,inlay
7839,n03573574,inside caliper
7840,n03573848,insole
7841,n03574243,instep
7842,n03574416,instillator
7843,n03574555,institution
7844,n03574816,instrument
7845,n03575958,instrument of punishment
7846,n03576215,instrument of torture
7847,n03576443,intaglio
7848,n03576955,intake valve
7849,n03577090,integrated circuit
7850,n03577312,integrator
7851,n03577474,Intelnet
7852,n03577672,interceptor
7853,n03577818,interchange
7854,n03578055,intercommunication system
7855,n03578251,intercontinental ballistic missile
7856,n03578656,interface
7857,n03578981,interferometer
7858,n03579538,interior door
7859,n03579982,internal-combustion engine
7860,n03580518,internal drive
7861,n03580615,internet
7862,n03580845,interphone
7863,n03580990,interrupter
7864,n03581125,intersection
7865,n03581531,interstice
7866,n03581897,intraocular lens
7867,n03582508,intravenous pyelogram
7868,n03582959,inverter
7869,n03583419,ion engine
7870,n03583621,ionization chamber
7871,n03584254,iPod
7872,n03584400,video iPod
7873,n03584829,iron
7874,n03585073,iron
7875,n03585337,iron
7876,n03585438,irons
7877,n03585551,ironclad
7878,n03585682,iron foundry
7879,n03585778,iron horse
7880,n03585875,ironing
7881,n03586219,iron lung
7882,n03586631,ironmongery
7883,n03586911,ironworks
7884,n03587205,irrigation ditch
7885,n03588216,izar
7886,n03588841,jabot
7887,n03588951,jack
7888,n03589313,jack
7889,n03589513,jack
7890,n03589672,jack
7891,n03589791,jacket
7892,n03590306,jacket
7893,n03590475,jacket
7894,n03590588,jack-in-the-box
7895,n03590841,jack-o'-lantern
7896,n03590932,jack plane
7897,n03591116,Jacob's ladder
7898,n03591313,jaconet
7899,n03591592,Jacquard loom
7900,n03591798,jacquard
7901,n03591901,jag
7902,n03592245,jail
7903,n03592669,jalousie
7904,n03592773,jamb
7905,n03592931,jammer
7906,n03593122,jampot
7907,n03593222,japan
7908,n03593526,jar
7909,n03593862,Jarvik heart
7910,n03594010,jaunting car
7911,n03594148,javelin
7912,n03594277,jaw
7913,n03594523,Jaws of Life
7914,n03594734,jean
7915,n03594945,jeep
7916,n03595055,jellaba
7917,n03595264,jerkin
7918,n03595409,jeroboam
7919,n03595523,jersey
7920,n03595614,jersey
7921,n03595860,jet
7922,n03596099,jet bridge
7923,n03596285,jet engine
7924,n03596543,jetliner
7925,n03597147,jeweler's glass
7926,n03597317,jewelled headdress
7927,n03597916,jew's harp
7928,n03598151,jib
7929,n03598299,jibboom
7930,n03598385,jig
7931,n03598515,jig
7932,n03598646,jiggermast
7933,n03598783,jigsaw
7934,n03598930,jigsaw puzzle
7935,n03599486,jinrikisha
7936,n03599964,jobcentre
7937,n03600285,jodhpurs
7938,n03600475,jodhpur
7939,n03600722,joinery
7940,n03600977,joint
7941,n03601442,Joint Direct Attack Munition
7942,n03601638,jointer
7943,n03601840,joist
7944,n03602081,jolly boat
7945,n03602194,jorum
7946,n03602365,joss house
7947,n03602686,journal bearing
7948,n03602790,journal box
7949,n03602883,joystick
7950,n03603442,jungle gym
7951,n03603594,junk
7952,n03603722,jug
7953,n03604156,jukebox
7954,n03604311,jumbojet
7955,n03604400,jumper
7956,n03604536,jumper
7957,n03604629,jumper
7958,n03604763,jumper
7959,n03604843,jumper cable
7960,n03605417,jump seat
7961,n03605504,jump suit
7962,n03605598,jump suit
7963,n03605722,junction
7964,n03605915,junction
7965,n03606106,junction barrier
7966,n03606251,junk shop
7967,n03606347,jury box
7968,n03606465,jury mast
7969,n03607029,kachina
7970,n03607186,kaffiyeh
7971,n03607527,kalansuwa
7972,n03607659,Kalashnikov
7973,n03607923,kameez
7974,n03608504,kanzu
7975,n03609147,katharometer
7976,n03609235,kayak
7977,n03609397,kazoo
7978,n03609542,keel
7979,n03609786,keelboat
7980,n03609959,keelson
7981,n03610098,keep
7982,n03610418,keg
7983,n03610524,kennel
7984,n03610682,kepi
7985,n03610836,keratoscope
7986,n03610992,kerchief
7987,n03612010,ketch
7988,n03612814,kettle
7989,n03612965,kettle
7990,n03613294,key
7991,n03613592,key
7992,n03614007,keyboard
7993,n03614383,keyboard buffer
7994,n03614532,keyboard instrument
7995,n03614782,keyhole
7996,n03614887,keyhole saw
7997,n03615300,khadi
7998,n03615406,khaki
7999,n03615563,khakis
8000,n03615655,khimar
8001,n03615790,khukuri
8002,n03616091,kick pleat
8003,n03616225,kicksorter
8004,n03616428,kickstand
8005,n03616763,kick starter
8006,n03616979,kid glove
8007,n03617095,kiln
8008,n03617312,kilt
8009,n03617480,kimono
8010,n03617594,kinescope
8011,n03617834,Kinetoscope
8012,n03618101,king
8013,n03618339,king
8014,n03618546,kingbolt
8015,n03618678,king post
8016,n03618797,Kipp's apparatus
8017,n03618982,kirk
8018,n03619050,kirpan
8019,n03619196,kirtle
8020,n03619275,kirtle
8021,n03619396,kit
8022,n03619650,kit
8023,n03619793,kitbag
8024,n03619890,kitchen
8025,n03620052,kitchen appliance
8026,n03620353,kitchenette
8027,n03620967,kitchen table
8028,n03621049,kitchen utensil
8029,n03621377,kitchenware
8030,n03621694,kite balloon
8031,n03622058,klaxon
8032,n03622401,klieg light
8033,n03622526,klystron
8034,n03622839,knee brace
8035,n03622931,knee-high
8036,n03623198,knee pad
8037,n03623338,knee piece
8038,n03623556,knife
8039,n03624134,knife
8040,n03624400,knife blade
8041,n03624767,knight
8042,n03625355,knit
8043,n03625539,knitting machine
8044,n03625646,knitting needle
8045,n03625943,knitwear
8046,n03626115,knob
8047,n03626272,knob
8048,n03626418,knobble
8049,n03626502,knobkerrie
8050,n03626760,knocker
8051,n03627232,knot
8052,n03627954,knuckle joint
8053,n03628071,kohl
8054,n03628215,koto
8055,n03628421,kraal
8056,n03628511,kremlin
8057,n03628728,kris
8058,n03628831,krummhorn
8059,n03628984,Kundt's tube
8060,n03629100,Kurdistan
8061,n03629231,kurta
8062,n03629520,kylix
8063,n03629643,kymograph
8064,n03630262,lab bench
8065,n03630383,lab coat
8066,n03631177,lace
8067,n03631811,lacquer
8068,n03631922,lacquerware
8069,n03632100,lacrosse ball
8070,n03632577,ladder-back
8071,n03632729,ladder-back
8072,n03632852,ladder truck
8073,n03632963,ladies' room
8074,n03633091,ladle
8075,n03633341,lady chapel
8076,n03633632,lagerphone
8077,n03633886,lag screw
8078,n03634034,lake dwelling
8079,n03634899,lally
8080,n03635032,lamasery
8081,n03635108,lambrequin
8082,n03635330,lame
8083,n03635516,laminar flow clean room
8084,n03635668,laminate
8085,n03635932,lamination
8086,n03636248,lamp
8087,n03636649,lamp
8088,n03637027,lamp house
8089,n03637181,lamppost
8090,n03637318,lampshade
8091,n03637480,lanai
8092,n03637787,lancet arch
8093,n03637898,lancet window
8094,n03638014,landau
8095,n03638180,lander
8096,n03638623,landing craft
8097,n03638743,landing flap
8098,n03638883,landing gear
8099,n03639077,landing net
8100,n03639230,landing skid
8101,n03639497,land line
8102,n03639675,land mine
8103,n03639880,land office
8104,n03640850,lanolin
8105,n03640988,lantern
8106,n03641569,lanyard
8107,n03641947,lap
8108,n03642144,laparoscope
8109,n03642341,lapboard
8110,n03642444,lapel
8111,n03642573,lap joint
8112,n03642806,laptop
8113,n03643149,laryngoscope
8114,n03643253,laser
8115,n03643491,laser-guided bomb
8116,n03643737,laser printer
8117,n03643907,lash
8118,n03644073,lashing
8119,n03644378,lasso
8120,n03644858,latch
8121,n03645011,latch
8122,n03645168,latchet
8123,n03645290,latchkey
8124,n03645577,lateen
8125,n03646020,latex paint
8126,n03646148,lath
8127,n03646296,lathe
8128,n03646809,latrine
8129,n03646916,lattice
8130,n03647423,launch
8131,n03647520,launcher
8132,n03648219,laundry
8133,n03648431,laundry cart
8134,n03648667,laundry truck
8135,n03649003,lavalava
8136,n03649161,lavaliere
8137,n03649288,laver
8138,n03649674,lawn chair
8139,n03649797,lawn furniture
8140,n03649909,lawn mower
8141,n03650551,layette
8142,n03651388,lead-acid battery
8143,n03651605,lead-in
8144,n03651843,leading rein
8145,n03652100,lead pencil
8146,n03652389,leaf spring
8147,n03652729,lean-to
8148,n03652826,lean-to tent
8149,n03652932,leash
8150,n03653110,leatherette
8151,n03653220,leather strip
8152,n03653454,Leclanche cell
8153,n03653583,lectern
8154,n03653740,lecture room
8155,n03653833,lederhosen
8156,n03653975,ledger board
8157,n03654576,leg
8158,n03654826,leg
8159,n03655072,legging
8160,n03655470,Leiden jar
8161,n03655720,leisure wear
8162,n03656484,lens
8163,n03656957,lens
8164,n03657121,lens cap
8165,n03657239,lens implant
8166,n03657511,leotard
8167,n03658102,letter case
8168,n03658185,letter opener
8169,n03658635,levee
8170,n03658858,level
8171,n03659292,lever
8172,n03659686,lever
8173,n03659809,lever
8174,n03659950,lever lock
8175,n03660124,Levi's
8176,n03660562,Liberty ship
8177,n03660909,library
8178,n03661043,library
8179,n03661340,lid
8180,n03662301,Liebig condenser
8181,n03662452,lie detector
8182,n03662601,lifeboat
8183,n03662719,life buoy
8184,n03662887,life jacket
8185,n03663433,life office
8186,n03663531,life preserver
8187,n03663910,life-support system
8188,n03664159,life-support system
8189,n03664675,lifting device
8190,n03664840,lift pump
8191,n03664943,ligament
8192,n03665232,ligature
8193,n03665366,light
8194,n03665851,light arm
8195,n03665924,light bulb
8196,n03666238,light circuit
8197,n03666362,light-emitting diode
8198,n03666591,lighter
8199,n03666917,lighter-than-air craft
8200,n03667060,light filter
8201,n03667235,lighting
8202,n03667552,light machine gun
8203,n03667664,light meter
8204,n03667829,light microscope
8205,n03668067,lightning rod
8206,n03668279,light pen
8207,n03668488,lightship
8208,n03668803,Lilo
8209,n03669245,limber
8210,n03669534,limekiln
8211,n03669886,limiter
8212,n03670208,limousine
8213,n03671914,linear accelerator
8214,n03672521,linen
8215,n03672827,line printer
8216,n03673027,liner
8217,n03673270,liner
8218,n03673450,lingerie
8219,n03673767,lining
8220,n03674270,link
8221,n03674440,linkage
8222,n03674731,Link trainer
8223,n03674842,linocut
8224,n03675076,linoleum knife
8225,n03675235,Linotype
8226,n03675445,linsey-woolsey
8227,n03675558,linstock
8228,n03675907,lion-jaw forceps
8229,n03676087,lip-gloss
8230,n03676483,lipstick
8231,n03676623,liqueur glass
8232,n03676759,liquid crystal display
8233,n03677115,liquid metal reactor
8234,n03677682,lisle
8235,n03677766,lister
8236,n03678558,litterbin
8237,n03678729,little theater
8238,n03678879,live axle
8239,n03679384,living quarters
8240,n03679712,living room
8241,n03680248,load
8242,n03680355,Loafer
8243,n03680512,loaner
8244,n03680734,lobe
8245,n03680858,lobster pot
8246,n03680942,local
8247,n03681477,local area network
8248,n03681813,local oscillator
8249,n03682380,Lochaber ax
8250,n03682487,lock
8251,n03682877,lock
8252,n03683079,lock
8253,n03683341,lock
8254,n03683457,lockage
8255,n03683606,locker
8256,n03683708,locker room
8257,n03683995,locket
8258,n03684143,lock-gate
8259,n03684224,locking pliers
8260,n03684489,lockring
8261,n03684611,lockstitch
8262,n03684740,lockup
8263,n03684823,locomotive
8264,n03685307,lodge
8265,n03685486,lodge
8266,n03685640,lodge
8267,n03685820,lodging house
8268,n03686130,loft
8269,n03686363,loft
8270,n03686470,loft
8271,n03686924,log cabin
8272,n03687137,loggia
8273,n03687928,longbow
8274,n03688066,long iron
8275,n03688192,long johns
8276,n03688405,long sleeve
8277,n03688504,long tom
8278,n03688605,long trousers
8279,n03688707,long underwear
8280,n03688832,looking glass
8281,n03688943,lookout
8282,n03689157,loom
8283,n03689570,loop knot
8284,n03690168,lorgnette
8285,n03690279,Lorraine cross
8286,n03690473,lorry
8287,n03690851,lota
8288,n03690938,lotion
8289,n03691459,loudspeaker
8290,n03691817,lounge
8291,n03692004,lounger
8292,n03692136,lounging jacket
8293,n03692272,lounging pajama
8294,n03692379,loungewear
8295,n03692522,loupe
8296,n03692842,louvered window
8297,n03693293,love knot
8298,n03693474,love seat
8299,n03693707,loving cup
8300,n03693860,lowboy
8301,n03694196,low-pass filter
8302,n03694356,low-warp-loom
8303,n03694639,LP
8304,n03694761,L-plate
8305,n03694949,lubber's hole
8306,n03695122,lubricating system
8307,n03695452,luff
8308,n03695616,lug
8309,n03695753,luge
8310,n03695857,Luger
8311,n03695957,luggage carrier
8312,n03696065,luggage compartment
8313,n03696301,luggage rack
8314,n03696445,lugger
8315,n03696568,lugsail
8316,n03696746,lug wrench
8317,n03696909,lumberjack
8318,n03697007,lumbermill
8319,n03697366,lunar excursion module
8320,n03697552,lunchroom
8321,n03697812,lunette
8322,n03697913,lungi
8323,n03698123,lunula
8324,n03698226,lusterware
8325,n03698360,lute
8326,n03698604,luxury liner
8327,n03698723,lyceum
8328,n03698815,lychgate
8329,n03699280,lyre
8330,n03699591,machete
8331,n03699754,machicolation
8332,n03699975,machine
8333,n03700963,machine
8334,n03701191,machine bolt
8335,n03701391,machine gun
8336,n03701640,machinery
8337,n03701790,machine screw
8338,n03702248,machine tool
8339,n03702440,machinist's vise
8340,n03702582,machmeter
8341,n03703075,mackinaw
8342,n03703203,mackinaw
8343,n03703463,mackinaw
8344,n03703590,mackintosh
8345,n03703730,macrame
8346,n03703862,madras
8347,n03703945,Mae West
8348,n03704549,magazine rack
8349,n03704834,magic lantern
8350,n03705379,magnet
8351,n03705808,magnetic bottle
8352,n03706229,magnetic compass
8353,n03706415,magnetic core memory
8354,n03706653,magnetic disk
8355,n03706939,magnetic head
8356,n03707171,magnetic mine
8357,n03707372,magnetic needle
8358,n03707597,magnetic recorder
8359,n03707766,magnetic stripe
8360,n03708036,magnetic tape
8361,n03708425,magneto
8362,n03708843,magnetometer
8363,n03708962,magnetron
8364,n03709206,magnifier
8365,n03709363,magnum
8366,n03709545,magnus hitch
8367,n03709644,mail
8368,n03709823,mailbag
8369,n03709960,mailbag
8370,n03710079,mailboat
8371,n03710193,mailbox
8372,n03710294,mail car
8373,n03710421,maildrop
8374,n03710528,mailer
8375,n03710637,maillot
8376,n03710721,maillot
8377,n03710937,mailsorter
8378,n03711044,mail train
8379,n03711711,mainframe
8380,n03711999,mainmast
8381,n03712111,main rotor
8382,n03712337,mainsail
8383,n03712444,mainspring
8384,n03712887,main-topmast
8385,n03712981,main-topsail
8386,n03713069,main yard
8387,n03713151,maisonette
8388,n03713436,majolica
8389,n03714235,makeup
8390,n03715114,Maksutov telescope
8391,n03715275,malacca
